"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"Corey Peoples","corey-peoples-1","[]","2004-11-06",9,"South Carolina",117,,"Arkansas",108,"W",,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adrian Peterson","adrian-peterson-1","['RB']","2004-11-06",9,"Oklahoma",45,"@","Texas A&M",119,"W",,,,,,,,29,101,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bobby Purify","bobby-purify-1","[]","2004-11-06",9,"Colorado",98,"@","Kansas",43,"W",,,,,,,,14,52,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Louis Rankin","louis-rankin-1","['RB']","2004-11-06",9,"Washington",105,,"Arizona",95,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,2,39,19.5,0,,,,
"Taurance Rawls","taurance-rawls-1","['RB']","2004-11-06",9,"Texas Tech",49,,"Baylor",41,"W",,,,,,,,2,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fred Reid","fred-reid-1","[]","2004-11-06",9,"Mississippi St.",114,"@","Alabama",107,"L",,,,,,,,7,28,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jermaine Richardson","jermaine-richardson-1","[]","2004-11-06",9,"Troy",129,,"Florida Atlantic",52,"W",,,,,,,,3,4,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,48,48,0,,,,
"Eric Roberts","eric-roberts-1","[]","2004-11-06",9,"Navy",7,"@","Tulane",11,"L",,,,,,,,5,29,5.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lydell Ross","lydell-ross-1","[]","2004-11-06",9,"Ohio St.",36,"@","Michigan St.",32,"W",,,,,,,,7,26,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Israel Route","israel-route-1","['DB', 'RB']","2004-11-06",8,"Tulane",11,,"Navy",7,"W",,,,,,,,1,-6,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austin Scott","austin-scott-1","['RB']","2004-11-06",9,"Penn State",37,,"Northwestern",35,"L",,,,,,,,2,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,19,19,0,,,,
"Jeremy Sellers","jeremy-sellers-1","['RB']","2004-11-06",9,"Syracuse",23,,"Pittsburgh",22,"W",,,,,,,,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daniel Sepulveda","daniel-sepulveda-1","['P']","2004-11-06",9,"Baylor",41,"@","Texas Tech",49,"L",,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seymore Shaw","seymore-shaw-1","[]","2004-11-06",9,"Oklahoma St.",46,"@","Texas",48,"L",,,,,,,,6,35,5.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antwaun Sherman","antwaun-sherman-1","['RB']","2004-11-06",10,"Idaho",133,,"Arkansas St.",122,"W",,,,,,,,5,43,8.6,1,,,,,,,,,,,,,,,,,,,,,,,,,5,108,21.6,0,,,,
"Antwan Smith","antwan-smith-1","[]","2004-11-06",9,"Kent State",77,"@","Buffalo",74,"W",,,,,,,,3,5,1.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chad Smith","chad-smith-1","['RB']","2004-11-06",9,"Air Force",83,"@","Army",65,"W",,,,,,,,1,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Smith","josh-smith-5","[]","2004-11-06",9,"Alabama",107,,"Mississippi St.",114,"W",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinton Smith","quinton-smith-1","['RB']","2004-11-06",9,"Rice",59,,"Fresno St.",86,"L",,,,,,,,12,166,13.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Justin Sprowles","justin-sprowles-1","[]","2004-11-06",9,"Kentucky",112,,"Georgia",111,"L",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booker Stanley","booker-stanley-1","['RB']","2004-11-06",9,"Wisconsin",40,,"Minnesota",33,"W",,,,,,,,5,11,2.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryson Sumlin","bryson-sumlin-1","['RB']","2004-11-06",8,"Fresno St.",86,"@","Rice",59,"W",,,,,,,,10,26,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fano Tagovailoa","fano-tagovailoa-1","['QB', 'WR']","2004-11-06",9,"Utah",104,,"Colorado St.",85,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,26,0
"Matthew Tant","matthew-tant-1","[]","2004-11-06",9,"Vanderbilt",120,,"Florida",110,"L",,,,,,,,4,28,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Thomas","larry-thomas-1","['RB']","2004-11-06",7,"Southern Miss",60,,"Cincinnati",2,"L",,,,,,,,1,79,79,0,,,,,,,,,,,,,,,,,,,,,,,,,4,61,15.3,0,,,,
"Pierre Thomas","pierre-thomas-1","['RB']","2004-11-06",10,"Illinois",27,,"Indiana",28,"W",,,,,,,,21,185,8.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen Thompson","allen-thompson-1","[]","2004-11-06",9,"Washington St.",106,"@","UCLA",102,"W",,,,,,,,9,49,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyson Thompson","tyson-thompson-2","[]","2004-11-06",8,"San Jose St.",91,"@","Nevada",88,"L",,,,,,,,7,12,1.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skyler Thornton","skyler-thornton-1","['RB']","2004-11-06",9,"Florida",110,"@","Vanderbilt",120,"W",,,,,,,,4,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derrick Tinsley","derrick-tinsley-1","[]","2004-11-06",9,"Tennessee",118,,"Notre Dame",70,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,9.5,0
"Daccus Turman","daccus-turman-1","['RB']","2004-11-06",9,"South Carolina",117,,"Arkansas",108,"W",,,,,,,,3,9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fred Turner","fred-turner-1","['RB']","2004-11-06",9,"SMU",8,,"Tulsa",12,"W",,,,,,,,2,3,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,2,38,19,0,,,,
"Roshon Vercher","roshon-vercher-1","['WR', 'RB']","2004-11-06",8,"Fresno St.",86,"@","Rice",59,"W",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerod Void","jerod-void-1","['RB']","2004-11-06",9,"Purdue",38,"@","Iowa",29,"L",,,,,,,,11,54,4.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darius Walker","darius-walker-1","['RB']","2004-11-06",9,"Notre Dame",70,"@","Tennessee",118,"W",,,,,,,,9,70,7.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamil Walker","jamil-walker-1","['RB']","2004-11-06",9,"Wisconsin",40,,"Minnesota",33,"W",,,,,,,,2,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pierre Walker","pierre-walker-1","['RB']","2004-11-06",9,"Eastern Michigan",76,,"Central Michigan",75,"W",,,,,,,,7,52,7.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danny Ware","danny-ware-1","['RB']","2004-11-06",9,"Georgia",111,"@","Kentucky",112,"W",,,,,,,,3,14,4.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cedric Washington","cedric-washington-1","['QB', 'WR']","2004-11-06",8,"Arkansas",108,"@","South Carolina",117,"L",,,,,,,,1,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,1,15,15,0,,,,
"Jason Washington","jason-washington-1","[]","2004-11-06",9,"Bowling Green",73,,"Western Michigan",82,"W",,,,,,,,3,8,2.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eric Watterson","eric-watterson-1","[]","2004-11-06",9,"BYU",66,,"San Diego St.",90,"W",,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Weatherford","steve-weatherford-1","['P']","2004-11-06",10,"Illinois",27,,"Indiana",28,"W",,,,,,,,1,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L.V. Whitworth","lv-whitworth-1","['RB']","2004-11-06",8,"Boston College",13,,"Rutgers",39,"W",,,,,,,,16,56,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontavius Wilcox","dontavius-wilcox-1","['RB']","2004-11-06",9,"Central Florida",1,,"Ohio",80,"L",,,,,,,,2,-1,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pernell Williams","pernell-williams-1","['RB']","2004-11-06",9,"West Virginia",50,,"Temple",10,"W",,,,,,,,16,72,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shawn Willis","shawn-willis-1","['RB']","2004-11-06",9,"Oklahoma St.",46,"@","Texas",48,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Woods","chris-woods-1","['RB']","2004-11-06",8,"Georgia Tech",17,"@","NC State",20,"W",,,,,,,,3,38,12.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adrian Davis","adrian-davis-3","['RB']","2004-11-09",10,"Northern Illinois",79,,"Toledo",81,"L",,,,,,,,2,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenny Boyd","kenny-boyd-1","[]","2004-11-10",9,"TCU",47,"@","Louisville",18,"L",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reggie Bradshaw","reggie-bradshaw-1","[]","2004-11-10",8,"Louisville",18,,"TCU",47,"W",,,,,,,,8,21,2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,1,54,54,0,,,,
"Michael Depriest","michael-depriest-1","['WR']","2004-11-10",9,"TCU",47,"@","Louisville",18,"L",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lionel Gates","lionel-gates-1","[]","2004-11-10",8,"Louisville",18,,"TCU",47,"W",,,,,,,,10,36,3.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darrell Blackman","darrell-blackman-1","['RB', 'WR']","2004-11-11",10,"NC State",20,,"Florida St.",16,"L",,,,,,,,3,-4,-1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,103,34.3,1
"Shermar Bracey","shermar-bracey-1","['RB']","2004-11-11",10,"Arkansas St.",122,,"Utah St.",93,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raymond Brooks","raymond-brooks-1","['RB', 'DL']","2004-11-11",10,"NC State",20,,"Florida St.",16,"L",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Coleman","james-coleman-1","['RB']","2004-11-11",10,"Florida St.",16,"@","NC State",20,"W",,,,,,,,5,17,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reggie Davis","reggie-davis-1","['RB']","2004-11-11",10,"NC State",20,,"Florida St.",16,"L",,,,,,,,3,17,5.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B.J. Dean","bj-dean-1","['RB']","2004-11-11",10,"Florida St.",16,"@","NC State",20,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tramain Hall","tramain-hall-1","['RB', 'WR']","2004-11-11",10,"NC State",20,,"Florida St.",16,"L",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,5.8,0
"John McCargo","john-mccargo-1","['RB', 'DL']","2004-11-11",10,"NC State",20,,"Florida St.",16,"L",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyrone McKinney","tyrone-mckinney-1","[]","2004-11-11",10,"Utah St.",93,"@","Arkansas St.",122,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oren O'Neal","oren-oneal-1","['RB']","2004-11-11",10,"Arkansas St.",122,,"Utah St.",93,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Pennyman","tony-pennyman-1","['WR']","2004-11-11",10,"Utah St.",93,"@","Arkansas St.",122,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leon Washington","leon-washington-1","['RB']","2004-11-11",10,"Florida St.",16,"@","NC State",20,"W",,,,,,,,18,56,3.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nathan Adams","nathan-adams-1","[]","2004-11-12",9,"Fresno St.",86,,"Hawaii",87,"W",,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robbie Dubois","robbie-dubois-1","[]","2004-11-12",9,"Fresno St.",86,,"Hawaii",87,"W",,,,,,,,7,22,3.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wayne Hardy","wayne-hardy-1","['RB', 'LB']","2004-11-12",8,"Southern Miss",60,"@","Memphis",6,"L",,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kala Latuselu","kala-latuselu-1","[]","2004-11-12",9,"Hawaii",87,"@","Fresno St.",86,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ryan Ledger","ryan-ledger-1","[]","2004-11-12",9,"Fresno St.",86,,"Hawaii",87,"W",,,,,,,,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sherron Moore","sherron-moore-1","[]","2004-11-12",8,"Southern Miss",60,"@","Memphis",6,"L",,,,,,,,6,18,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryson Sumlin","bryson-sumlin-1","['RB']","2004-11-12",9,"Fresno St.",86,,"Hawaii",87,"W",,,,,,,,18,220,12.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Thomas","larry-thomas-1","['RB']","2004-11-12",8,"Southern Miss",60,"@","Memphis",6,"L",,,,,,,,5,25,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,12,12,0,,,,
"Alan Abrams","alan-abrams-1","['RB']","2004-11-13",9,"Ole Miss",116,"@","Arkansas",108,"L",,,,,,,,4,23,5.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Alston","david-alston-1","[]","2004-11-13",10,"Kent State",77,,"Eastern Michigan",76,"W",,,,,,,,14,55,3.9,2,,,,,,,,,,,,,,,,,,,,,,,,,1,31,31,0,,,,
"Matt Austin","matt-austin-1","['RB']","2004-11-13",9,"UTEP",62,,"Rice",59,"W",,,,,,,,2,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ed Bailey","ed-bailey-1","[]","2004-11-13",10,"Rice",59,"@","UTEP",62,"L",,,,,,,,36,155,4.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daveon Barron","daveon-barron-1","[]","2004-11-13",9,"Florida Atlantic",52,,"New Mexico State",69,"L",,,,,,,,1,-8,-8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyle Bell","kyle-bell-1","['RB']","2004-11-13",10,"Colorado St.",85,,"UNLV",92,"W",,,,,,,,15,39,2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dewhitt Betterson","dewhitt-betterson-1","[]","2004-11-13",10,"Troy",129,"@","Louisiana",126,"W",,,,,,,,27,122,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kevin Beverly","kevin-beverly-1","[]","2004-11-13",10,"Kent State",77,,"Eastern Michigan",76,"W",,,,,,,,8,51,6.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damarius Bilbo","damarius-bilbo-1","['QB', 'WR']","2004-11-13",9,"Georgia Tech",17,,"Connecticut",3,"W",,,,,,,,1,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jayson Bird","jayson-bird-1","['RB']","2004-11-13",11,"Idaho",133,"@","North Texas",57,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scott Blair","scott-blair-2","[]","2004-11-13",10,"Ball St.",72,,"Central Florida",1,"W",,,,,,,,10,53,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Bornes","brandon-bornes-1","['RB']","2004-11-13",10,"San Diego St.",90,"@","Air Force",83,"W",,,,,,,,28,103,3.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steven Bright","steven-bright-1","['QB', 'RB']","2004-11-13",10,"Vanderbilt",120,"@","Kentucky",112,"L",,,,,,,,4,1,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alley Broussard","alley-broussard-1","['RB']","2004-11-13",9,"LSU",113,,"Alabama",107,"W",,,,,,,,18,84,4.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Art Brown","art-brown-1","[]","2004-11-13",9,"East Carolina",4,"@","South Florida",9,"L",,,,,,,,4,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derron Brown","derron-brown-1","[]","2004-11-13",10,"SMU",8,,"Nevada",88,"W",,,,,,,,9,25,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tim Brown","tim-brown-2","['RB']","2004-11-13",10,"Temple",10,,"Syracuse",23,"W",,,,,,,,13,44,3.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sam Brownlee","sam-brownlee-1","['RB']","2004-11-13",10,"Iowa",29,"@","Minnesota",33,"W",,,,,,,,3,2,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Bruhn","chris-bruhn-1","[]","2004-11-13",10,"Washington St.",106,"@","Arizona St.",96,"L",,,,,,,,8,32,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rudy Burgess","rudy-burgess-1","['RB', 'WR']","2004-11-13",10,"Arizona St.",96,,"Washington St.",106,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Justine Buries","justine-buries-1","['RB']","2004-11-13",10,"New Mexico State",69,"@","Florida Atlantic",52,"W",,,,,,,,10,20,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dan Burks","dan-burks-1","['RB']","2004-11-13",9,"UAB",61,,"Houston",5,"W",,,,,,,,19,88,4.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Busch","tom-busch-1","['RB']","2004-11-13",10,"Iowa",29,"@","Minnesota",33,"W",,,,,,,,3,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Butler","anthony-butler-1","[]","2004-11-13",10,"Air Force",83,,"San Diego St.",90,"L",,,,,,,,9,11,1.2,0,,,,,,,,,,,,,,,,,,,,,,,,,1,22,22,0,,,,
"James Butler","james-butler-1","[]","2004-11-13",9,"Georgia Tech",17,,"Connecticut",3,"W",,,,,,,,1,-3,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andre Callender","andre-callender-1","['RB']","2004-11-13",9,"Boston College",13,"@","West Virginia",50,"W",,,,,,,,8,27,3.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeff Carpenter","jeff-carpenter-1","['RB']","2004-11-13",9,"Boise St.",84,"@","San Jose St.",91,"W",,,,,,,,2,23,11.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antwaun Carter","antwaun-carter-1","['RB']","2004-11-13",9,"Boise St.",84,"@","San Jose St.",91,"W",,,,,,,,5,18,3.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jehuu Caulcrick","jehuu-caulcrick-1","['RB']","2004-11-13",10,"Michigan St.",32,,"Wisconsin",40,"W",,,,,,,,13,146,11.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Chamois","josh-chamois-1","['RB', 'LB']","2004-11-13",9,"UTEP",62,,"Rice",59,"W",,,,,,,,4,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,,
"Hugh Charles","hugh-charles-1","['RB']","2004-11-13",10,"Colorado",98,,"Kansas St.",44,"W",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chad Christensen","chad-christensen-1","['QB', 'WR']","2004-11-13",10,"Arizona St.",96,,"Washington St.",106,"W",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas Clayton","thomas-clayton-1","['RB']","2004-11-13",10,"Kansas St.",44,"@","Colorado",98,"L",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adam Cole","adam-cole-1","[]","2004-11-13",10,"Air Force",83,,"San Diego St.",90,"L",,,,,,,,9,39,4.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jason Colson","jason-colson-1","['RB']","2004-11-13",10,"West Virginia",50,,"Boston College",13,"L",,,,,,,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D.D. Cox","dd-cox-1","[]","2004-11-13",10,"New Mexico",89,"@","BYU",66,"W",,,,,,,,5,20,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
"Clenton Crossley","clenton-crossley-1","[]","2004-11-13",8,"South Florida",9,,"East Carolina",4,"W",,,,,,,,13,41,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T.J. Culberson","tj-culberson-1","[]","2004-11-13",10,"North Texas",57,,"Idaho",133,"W",,,,,,,,1,23,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Dapolito","chris-dapolito-1","[]","2004-11-13",10,"Duke",15,,"Clemson",14,"W",,,,,,,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hershel Dennis","hershel-dennis-1","['RB']","2004-11-13",10,"USC",103,,"Arizona",95,"W",,,,,,,,3,5,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lonnell Dewalt","lonnell-dewalt-1","[]","2004-11-13",10,"Kentucky",112,,"Vanderbilt",120,"W",,,,,,,,2,3,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyle Dickerson","kyle-dickerson-1","['RB']","2004-11-13",9,"Arkansas",108,,"Ole Miss",116,"W",,,,,,,,8,5,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gavin Dickey","gavin-dickey-1","[]","2004-11-13",10,"Florida",110,,"South Carolina",117,"W",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Diles","brandon-diles-1","['RB']","2004-11-13",10,"Tulsa",12,"@","Louisiana Tech",54,"L",,,,,,,,8,28,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris Drinkard","norris-drinkard-1","['WR']","2004-11-13",9,"UAB",61,,"Houston",5,"W",,,,,,,,2,3,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Byron Ellis","byron-ellis-1","['RB']","2004-11-13",10,"Colorado",98,,"Kansas St.",44,"W",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alan Erving","alan-erving-1","[]","2004-11-13",10,"Wyoming",94,,"Utah",104,"L",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diamond Ferri","diamond-ferri-1","[]","2004-11-13",10,"Syracuse",23,"@","Temple",10,"L",,,,,,,,1,32,32,0,,,,,,,,,,,,,,,,,,,,,,,,,3,49,16.3,0,,,,
"Carl Francis","carl-francis-1","[]","2004-11-13",10,"Houston",5,"@","UAB",61,"L",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinton Ganther","quinton-ganther-1","['RB']","2004-11-13",10,"Utah",104,"@","Wyoming",94,"W",,,,,,,,7,4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.B. Garris","jb-garris-1","[]","2004-11-13",8,"South Florida",9,,"East Carolina",4,"W",,,,,,,,1,-6,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jimmy Green","jimmy-green-1","['RB']","2004-11-13",10,"Colorado St.",85,,"UNLV",92,"W",,,,,,,,10,28,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skyler Green","skyler-green-1","['WR']","2004-11-13",9,"LSU",113,,"Alabama",107,"W",,,,,,,,1,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,2,23,11.5,0,3,38,12.7,0
"Seth Gulsby","seth-gulsby-1","['DB', 'RB']","2004-11-13",9,"Army",65,"@","Tulane",11,"L",,,,,,,,2,11,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,28,28,0,,,,
"Andre Hall","andre-hall-1","['RB']","2004-11-13",8,"South Florida",9,,"East Carolina",4,"W",,,,,,,,27,161,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,15,15,0,,,,
"Justin Handley","justin-handley-1","['RB']","2004-11-13",10,"Air Force",83,,"San Diego St.",90,"L",,,,,,,,5,28,5.6,0,,,,,,,,,,,,,,,,,,,,,,,,,3,59,19.7,0,,,,
"Eric Harper","eric-harper-1","[]","2004-11-13",9,"Florida Atlantic",52,,"New Mexico State",69,"L",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,0,,,,
"Jerome Harrison","jerome-harrison-1","['RB']","2004-11-13",10,"Washington St.",106,"@","Arizona St.",96,"L",,,,,,,,19,118,6.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Harrison","josh-harrison-2","['RB']","2004-11-13",10,"Louisiana",126,,"Troy",129,"L",,,,,,,,6,14,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joel Hazard","joel-hazard-1","[]","2004-11-13",9,"Boston College",13,"@","West Virginia",50,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
